0.005748076,6.153254975,-0.922509978,6.041541121
2.018233225,3.745521282,2.97726512,4.869856498
5.730161959,-5.775835996,6.243057222,-3.794102518
3.017266277,-3.580867884,3.549162746,-2.944384464
-1.633964257,-2.169112151,-1.106010872,-1.341497383
-5.617349561,-2.568308597,-7.951509757,-6.34632451
1.06679566,-5.509715928,5.664186964,-6.19503521
3.508635439,-6.379569607,1.603050109,-8.124100877
-0.812890161,3.936219096,-6.26451029,7.73875244
-2.454441447,6.634418256,-5.873491138,8.105462029
-0.997194614,3.03089177,-3.523939774,2.431528039
0.684222496,-1.207799878,5.515920887,-1.409093768
-1.304939851,-0.336344309,2.08054426,1.308119445
2.416841608,-4.771392781,4.249197939,-5.125340395
0.557211777,-1.122472202,0.638206881,-3.661409791
-0.04565365,4.373495168,2.974144467,2.429248641
1.133363749,7.562183879,4.302075936,9.341432886
1.508052525,3.514998939,1.146441027,6.692817328
1.715674213,-0.288129978,5.984937772,1.115645488
-6.31315025,-1.024834433,-9.565050841,-0.534302833
-0.308666922,1.525463933,-1.520457017,2.829689059
0.988307195,0.187144924,2.095046958,1.047029096
0.489431626,-2.711369975,-1.628130458,-5.354098706
2.336567974,-2.244153821,2.147531169,-3.288313822
1.913111317,-2.418103329,2.565357639,-2.123522723
0.696760619,-2.778213201,6.752181666,-1.984536569
-3.131098754,-2.55067805,-8.36649483,-4.107741043
-3.671612304,0.24224483,-9.478625888,-0.013402946
-1.622638773,-4.377653289,-5.148907542,-9.120822896
-2.423361491,-8.300922033,-7.779704228,-13.11630583
3.431135403,-5.441404623,2.537580419,-7.845894689
0.03609776,-3.22774741,-0.293632604,-3.336503801
-1.984018353,0.676722476,0.695631233,1.304637951
1.3134988,7.13204825,0.541154593,10.43622306
0.868425621,11.931806,4.628401956,17.74318827
3.244778022,6.024730149,10.08248915,5.666159575
3.76656823,5.315282932,6.659771482,10.63379249
-0.968322602,3.485089748,-4.998465812,8.954653693
-1.113653683,-3.08208809,-0.77079446,-5.012553099
-0.285798592,-0.57068857,-1.830568096,-3.748974325
-2.103199007,3.69789604,-0.451429455,0.723864834
1.267226349,3.061076058,4.547461197,2.608810933
-0.107245378,0.6134094,0.841825094,1.09062006
-1.264238723,-0.084955768,-2.600942335,0.238085579
-2.272825582,-7.507762211,-2.441211527,-12.78340004
-4.463085968,-5.490644212,-8.491168091,-6.758963666
1.929270504,-0.354163279,0.865070775,1.563867639
3.940364397,-0.767324663,5.449447667,0.869178557
-0.37184047,2.293322015,0.757845805,5.992970044
4.29059242,-1.470319248,9.02630678,1.676062079
1.805237841,-5.213344277,1.153687984,-7.294925553
-5.163218012,-1.19688214,-12.4753743,-2.656415768
-2.45601268,-3.164945789,-1.036125909,-5.22065674
0.120716412,-1.490920637,-3.999100639,-1.32933874
-4.3487903,-2.955108831,-8.668267659,-5.65148031
-1.958412379,0.668442814,-2.499689027,-0.888315195
5.441917989,3.024317176,7.604668656,5.319148046
6.8035703,2.027364226,12.92463463,2.966735674
1.027758844,1.397078702,1.232106804,0.828124897
-3.241922922,4.575766363,-5.583811478,2.477370635
2.49574317,3.096058975,7.442898148,2.501882184
-2.57428414,-0.290530998,-3.051071894,-1.406332479
-0.187066207,-0.966192187,0.29846319,-0.813202212
4.301950104,0.170634221,11.06646035,1.509786059
-1.972963505,3.471897502,0.590725954,8.120946793
0.020986005,-1.256485146,-1.030395255,0.366816521
1.217559007,-0.054292084,-3.224878802,1.207801096
0.239741523,3.219227702,0.765808023,3.280112193
-6.151856656,3.898874536,-13.13626078,5.252709946
-1.813454817,-0.350726925,-6.963055316,0.132294041
6.290989639,-1.805579601,10.68156942,-2.207162943
-1.240776389,0.348315375,-0.046610609,-0.026937418
-2.792356764,-0.904754012,-8.310621752,-1.746818047
1.160317405,-3.079534324,3.461923391,-4.516313423
-3.560932869,-5.325206583,-5.935639799,-8.176414393
-1.228609962,-2.638259825,6.548588539,-5.867452984
0.493260939,-3.124642288,0.890803024,-5.950488274
-4.457947339,-1.409104092,-9.987246396,-0.42265317
-2.479854978,-2.978305896,-5.754958567,-0.74050701
3.719697599,-3.583740409,5.585663031,-5.371711602
1.650639457,2.823372013,6.070493698,1.633725946
2.243728844,2.246706751,1.39088288,-0.327040377
3.763884497,3.397496099,3.504854035,5.016845895
2.890912682,1.796274858,3.839740695,5.734951402
5.866545838,3.02209995,6.275579021,7.241459197
3.547776624,0.872442168,6.858474708,4.36891134
-4.838986774,3.002375773,-3.676904808,2.136248557
-4.943838244,1.919125946,-5.269327619,2.421579168
-5.145978311,3.360191734,-7.740872388,4.207071492
-1.735831049,5.121530808,0.237228036,5.691359401
0.028000952,-3.020809172,6.336035142,-6.947000757
-2.09883786,-4.099661379,-10.74379411,-7.415821213
3.614568336,-5.231154433,3.924577399,-7.040039313
2.840591524,-4.522467247,1.09791717,-3.797104918
1.668858899,2.971636064,-0.252986861,5.89520696
0.764263229,2.044739389,1.343870459,1.452138229
0.129299933,3.045270612,-0.419362049,2.827554766
2.231454946,0.2058222,1.766126861,0.630056765
-1.126032843,-1.080550067,0.346066465,0.778119308
-4.799327629,-1.291337725,-3.079282225,-2.367836934
0.604060929,-0.672915463,2.519100332,-0.456422237
2.868964866,-4.943207371,0.655442208,-4.047559234
-0.241596376,-1.954355431,-2.851863132,-2.225783624
-1.798950133,3.540852934,-0.040023582,5.130434667
-0.411848285,1.397530261,0.656509238,0.500784465
-1.907281882,1.880322362,-3.974843397,-0.261570002
0.653689605,-3.396756714,1.247465668,-6.217560106
-1.955777242,-3.300520989,-2.715809387,-3.070640293
-0.142255989,-2.536729927,0.654531082,-1.506799783
2.65464121,1.040499884,5.446755281,0.674722238
-1.780844124,3.714185474,-1.443500819,4.147387778
-3.89745147,1.830697848,-6.7853633,1.640350962
-1.407202718,2.447499646,-4.816716844,-0.350997493
7.60523693,-0.353440968,14.20390796,-0.609863504
-0.326610184,-1.997780616,2.264166463,-2.290994048
-4.373901948,1.651286717,-6.613554947,4.920992245
-1.812176541,0.010929067,-4.601162331,0.937144679
1.027337279,0.068641567,-0.18055068,2.480095865
4.254142594,-1.230329801,7.775204864,-2.159058118
3.057739687,-1.791329722,5.093455586,-4.377824678
